stop_id,stop_name,stop_lat,stop_lon
1000,Dole Ave/Cheddar Rd (Reservoir),-37.7007748061827,145.018951051008
10001,Rex St/Taylors Rd (Kings Park),-37.7269752097338,144.776152425766
10002,Yuille St/Centenary Ave (Melton),-37.676159502415,144.595789405034
10009,Gum Rd/Main Rd West (Albanvale),-37.7414971143105,144.775899388911
1001,Lloyd Ave/Cheddar Rd (Reservoir),-37.6991830099559,145.019685286526
10010,Kings Rd/Main Rd West (St Albans),-37.7419455261301,144.78008474429
10011,Moffat St/Main Rd West (St Albans),-37.7423246041343,144.783466504334
10012,Washington St/Main Rd West (St Albans),-37.7427956612665,144.787912291551
10013,Kate St/Main Rd West (St Albans),-37.7435693788543,144.79457341719
10014,Raleighs Rd/Centenary Ave (Melton),-37.6753043554371,144.588776428554
10016,Melton Cemetery/O'Neills Rd (Melton),-37.6749805118185,144.578254443051
10017,Emil Park/O'Neills Rd (Melton),-37.6787589472387,144.577507964116
10018,Reservoir Shopping Centre/Broadway (Reservoir),-37.7170328672711,145.009884746992
10019,Northumberland Rd/Pascoe St (Pascoe Vale),-37.7162864982502,144.934044111346
1002,Liston Ave/Cheddar Rd (Reservoir),-37.6974477807687,145.021001731137
10020,Westbreen Primary School/Pascoe St (Pascoe Vale),-37.7165528085859,144.93638501755
10021,Joffre Rd/Boundary Rd (Pascoe Vale),-37.7169149244782,144.940084629272
10022,Kent Rd/Cumberland Rd (Pascoe Vale),-37.7207108444765,144.940195032027
10023,Warwick Rd/Cumberland Rd (Pascoe Vale),-37.7222029159315,144.93997217227
10025,Daley St/Cumberland Rd (Pascoe Vale),-37.7250149221736,144.939474463651
10026,Pleasant St/Cumberland Rd (Pascoe Vale),-37.7271175154113,144.939121187603
10027,Olive Gr/Cumberland Rd (Pascoe Vale),-37.7292291137687,144.938767639076
10028,Gaffney St/Cumberland Rd (Pascoe Vale),-37.7321654275021,144.938164255519
10029,Pardy St/Cumberland Rd (Pascoe Vale),-37.7339285078095,144.937979179197
1003,Keon Pde/Dalton Rd (Thomastown),-37.6950594448846,145.023140702111
10030,Eastgate St/Cumberland Rd (Pascoe Vale South),-37.735500246981,144.937674580612
10031,Bell St/Cumberland Rd (Pascoe Vale South),-37.7376114386909,144.937298255856
10032,Balmoral Ave/Bell St (Pascoe Vale South),-37.7387922621113,144.941952149155
10033,Royal Pde/Bell St (Pascoe Vale South),-37.7394039365998,144.947053144257
10034,Davis St/Bell St (Coburg),-37.7397931679341,144.950775896162
10035,Linsey St/Bell St (Coburg),-37.7400860492014,144.953627538208
10036,Kelson St/Bell St (Coburg),-37.7403257576678,144.956015392763
10037,Nelson St/Bell St (Coburg),-37.7407178508437,144.959919735603
10038,Coburg Cemetery/Bell St (Preston),-37.7431050613587,144.982369786281
10039,Tasman St/Bell St (Preston),-37.7435479025381,144.985603482307
1004,Wood St/Dalton Rd (Thomastown),-37.6920167090992,145.025489688512
10040,Gilbert Rd/Bell St (Preston),-37.7439754420447,144.98952990655
10041,Erin St/Bell St (Preston),-37.7442766703129,144.992926395827
10042,Penola St/Bell St (Preston),-37.744553226327,144.995937718793
10043,Bell Railway Station/Bell St (Preston),-37.7451615025948,145.002038395218
10044,Plenty Rd/Bell St (Preston),-37.745482674572,145.005037245052
10045,Panch Health Centre/Bell St (Preston),-37.7458204493631,145.008489639719
10047,O'Keefe St/Bell St (Preston),-37.7465001441046,145.014588625826
