trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
136.US.11-SKY-mjp-1.2.R,22:06:00,22:06:00,23173,1,,0,0,0.0
136.US.11-SKY-mjp-1.2.R,22:28:00,22:28:00,45513,2,,1,0,22451.71
136.US.11-SKY-mjp-1.2.R,22:31:00,22:31:00,45511,3,,0,0,22709.36
136.UT.11-SKY-mjp-1.2.R,22:06:00,22:06:00,23173,1,,0,0,0.0
136.UT.11-SKY-mjp-1.2.R,22:28:00,22:28:00,45513,2,,1,0,22451.71
136.UT.11-SKY-mjp-1.2.R,22:31:00,22:31:00,45511,3,,0,0,22709.36
137.T0.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.T0.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.T0.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
137.T2.11-SKY-mjp-1.2.R,09:48:00,09:48:00,23173,1,,0,0,0.0
137.T2.11-SKY-mjp-1.2.R,10:10:00,10:10:00,45513,2,,1,0,22451.71
137.T2.11-SKY-mjp-1.2.R,10:13:00,10:13:00,45511,3,,0,0,22709.36
137.T3.11-SKY-mjp-1.2.R,09:48:00,09:48:00,23173,1,,0,0,0.0
137.T3.11-SKY-mjp-1.2.R,10:10:00,10:10:00,45513,2,,1,0,22451.71
137.T3.11-SKY-mjp-1.2.R,10:13:00,10:13:00,45511,3,,0,0,22709.36
137.UG.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.UG.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.UG.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
137.UK.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.UK.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.UK.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
137.UM.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.UM.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.UM.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
137.US.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.US.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.US.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
137.UT.11-SKY-mjp-1.2.R,22:21:00,22:21:00,23173,1,,0,0,0.0
137.UT.11-SKY-mjp-1.2.R,22:43:00,22:43:00,45513,2,,1,0,22451.71
137.UT.11-SKY-mjp-1.2.R,22:46:00,22:46:00,45511,3,,0,0,22709.36
138.T0.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.T0.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.T0.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
138.T2.11-SKY-mjp-1.2.R,09:58:00,09:58:00,23173,1,,0,0,0.0
138.T2.11-SKY-mjp-1.2.R,10:20:00,10:20:00,45513,2,,1,0,22451.71
138.T2.11-SKY-mjp-1.2.R,10:23:00,10:23:00,45511,3,,0,0,22709.36
138.T3.11-SKY-mjp-1.2.R,09:58:00,09:58:00,23173,1,,0,0,0.0
138.T3.11-SKY-mjp-1.2.R,10:20:00,10:20:00,45513,2,,1,0,22451.71
138.T3.11-SKY-mjp-1.2.R,10:23:00,10:23:00,45511,3,,0,0,22709.36
138.UG.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.UG.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.UG.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
138.UK.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.UK.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.UK.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
138.UM.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.UM.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.UM.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
138.US.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.US.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.US.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
138.UT.11-SKY-mjp-1.2.R,22:36:00,22:36:00,23173,1,,0,0,0.0
138.UT.11-SKY-mjp-1.2.R,22:58:00,22:58:00,45513,2,,1,0,22451.71
138.UT.11-SKY-mjp-1.2.R,23:01:00,23:01:00,45511,3,,0,0,22709.36
139.T0.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.T0.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.T0.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
139.T2.11-SKY-mjp-1.2.R,10:08:00,10:08:00,23173,1,,0,0,0.0
139.T2.11-SKY-mjp-1.2.R,10:30:00,10:30:00,45513,2,,1,0,22451.71
139.T2.11-SKY-mjp-1.2.R,10:33:00,10:33:00,45511,3,,0,0,22709.36
139.T3.11-SKY-mjp-1.2.R,10:08:00,10:08:00,23173,1,,0,0,0.0
139.T3.11-SKY-mjp-1.2.R,10:30:00,10:30:00,45513,2,,1,0,22451.71
139.T3.11-SKY-mjp-1.2.R,10:33:00,10:33:00,45511,3,,0,0,22709.36
139.UG.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.UG.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.UG.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
139.UK.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.UK.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.UK.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
139.UM.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.UM.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.UM.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
139.US.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.US.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.US.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
139.UT.11-SKY-mjp-1.2.R,22:51:00,22:51:00,23173,1,,0,0,0.0
139.UT.11-SKY-mjp-1.2.R,23:13:00,23:13:00,45513,2,,1,0,22451.71
139.UT.11-SKY-mjp-1.2.R,23:16:00,23:16:00,45511,3,,0,0,22709.36
14.T0.11-SK4-mjp-1.1.H,16:45:00,16:45:00,48578,1,,0,0,0.0
14.T0.11-SK4-mjp-1.1.H,16:48:00,16:48:00,45511,2,,0,1,349.56
14.T0.11-SK4-mjp-1.1.H,17:30:00,17:30:00,1109,3,,1,0,30393.3
14.T0.11-SK4-mjp-1.1.H,17:36:00,17:36:00,1100,4,,1,0,32762.91
14.T0.11-SK4-mjp-1.1.H,17:43:00,17:43:00,2517,5,,1,0,34450.59
14.T0.11-SK4-mjp-1.1.H,17:46:00,17:46:00,20394,6,,1,0,35384.11
14.T0.11-SK4-mjp-1.1.H,17:52:00,17:52:00,1414,7,,1,0,36768.76
14.T0.11-SK4-mjp-1.1.H,17:57:00,17:57:00,20400,8,,1,0,37685.55
14.T0.11-SK4-mjp-1.1.H,18:05:00,18:05:00,14948,9,,1,0,42155.59
14.T0.11-SK4-mjp-1.1.H,18:11:00,18:11:00,20988,10,,1,0,45409.49
14.T0.11-SK4-mjp-1.1.H,18:18:00,18:18:00,9349,11,,1,0,48858.63
14.T0.11-SK4-mjp-1.1.H,18:25:00,18:25:00,18695,12,,1,0,52481.28
14.T0.11-SK4-mjp-1.1.H,18:34:00,18:34:00,42273,13,,1,0,58344.32
14.T0.11-SK4-mjp-1.1.H,18:46:00,18:46:00,48784,14,,1,0,69307.51
14.T0.11-SK4-mjp-1.1.H,18:49:00,18:49:00,21220,15,,0,0,70294.72
14.T0.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.T0.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.T0.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.T0.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
14.T2.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.T2.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.T2.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.T2.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.T2.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.T2.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.T2.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.T2.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.T2.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.T2.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.T2.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.T2.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.T2.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.T2.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.T2.11-SKY-mjp-1.1.H,07:10:00,07:10:00,48578,1,,0,0,0.0
14.T2.11-SKY-mjp-1.1.H,07:13:00,07:13:00,45513,2,,0,1,1455.41
14.T2.11-SKY-mjp-1.1.H,07:16:00,07:16:00,45511,3,,0,1,1713.06
14.T2.11-SKY-mjp-1.1.H,07:39:00,07:39:00,23175,4,,0,0,23924.44
14.T3.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.T3.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.T3.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.T3.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.T3.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.T3.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.T3.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.T3.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.T3.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.T3.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.T3.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.T3.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.T3.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.T3.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.T3.11-SKY-mjp-1.1.H,07:10:00,07:10:00,48578,1,,0,0,0.0
14.T3.11-SKY-mjp-1.1.H,07:13:00,07:13:00,45513,2,,0,1,1455.41
14.T3.11-SKY-mjp-1.1.H,07:16:00,07:16:00,45511,3,,0,1,1713.06
14.T3.11-SKY-mjp-1.1.H,07:39:00,07:39:00,23175,4,,0,0,23924.44
14.UG.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.UG.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.UG.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.UG.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.UG.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.UG.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.UG.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.UG.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.UG.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.UG.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.UG.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.UG.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.UG.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.UG.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.UG.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.UG.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.UG.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.UG.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
14.UK.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.UK.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.UK.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.UK.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.UK.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.UK.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.UK.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.UK.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.UK.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.UK.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.UK.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.UK.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.UK.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.UK.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.UK.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.UK.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.UK.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.UK.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
14.UM.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.UM.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.UM.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.UM.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.UM.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.UM.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.UM.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.UM.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.UM.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.UM.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.UM.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.UM.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.UM.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.UM.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.UM.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.UM.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.UM.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.UM.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
14.US.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.US.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.US.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.US.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.US.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.US.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.US.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.US.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.US.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.US.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.US.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.US.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.US.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.US.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.US.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.US.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.US.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.US.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
14.UT.11-SK4-mjp-1.2.R,11:30:00,11:30:00,48784,1,,0,0,0.0
14.UT.11-SK4-mjp-1.2.R,11:32:00,11:32:00,21220,2,,0,1,987.21
14.UT.11-SK4-mjp-1.2.R,11:46:00,11:46:00,48786,3,,0,1,11756.99
14.UT.11-SK4-mjp-1.2.R,11:54:00,11:54:00,17507,4,,0,1,17511.92
14.UT.11-SK4-mjp-1.2.R,11:59:00,11:59:00,9629,5,,0,1,21095.69
14.UT.11-SK4-mjp-1.2.R,12:06:00,12:06:00,20988,6,,0,1,24314.85
14.UT.11-SK4-mjp-1.2.R,12:12:00,12:12:00,48787,7,,0,1,27136.77
14.UT.11-SK4-mjp-1.2.R,12:19:00,12:19:00,3633,8,,0,1,31924.1
14.UT.11-SK4-mjp-1.2.R,12:24:00,12:24:00,3245,9,,0,1,32765.17
14.UT.11-SK4-mjp-1.2.R,12:30:00,12:30:00,3749,10,,0,1,34134.66
14.UT.11-SK4-mjp-1.2.R,12:33:00,12:33:00,3752,11,,0,1,35087.41
14.UT.11-SK4-mjp-1.2.R,12:39:00,12:39:00,901,12,,0,1,36677.51
14.UT.11-SK4-mjp-1.2.R,12:46:00,12:46:00,910,13,,0,1,39028.54
14.UT.11-SK4-mjp-1.2.R,13:19:00,13:19:00,48578,14,,0,0,70333.92
14.UT.11-SKY-mjp-1.1.H,18:10:00,18:10:00,48578,1,,0,0,0.0
14.UT.11-SKY-mjp-1.1.H,18:13:00,18:13:00,45513,2,,0,1,1455.41
14.UT.11-SKY-mjp-1.1.H,18:16:00,18:16:00,45511,3,,0,1,1713.06
14.UT.11-SKY-mjp-1.1.H,18:39:00,18:39:00,23175,4,,0,0,23924.44
140.T0.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.T0.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.T0.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
140.T2.11-SKY-mjp-1.2.R,10:18:00,10:18:00,23173,1,,0,0,0.0
140.T2.11-SKY-mjp-1.2.R,10:40:00,10:40:00,45513,2,,1,0,22451.71
140.T2.11-SKY-mjp-1.2.R,10:43:00,10:43:00,45511,3,,0,0,22709.36
140.T3.11-SKY-mjp-1.2.R,10:18:00,10:18:00,23173,1,,0,0,0.0
140.T3.11-SKY-mjp-1.2.R,10:40:00,10:40:00,45513,2,,1,0,22451.71
140.T3.11-SKY-mjp-1.2.R,10:43:00,10:43:00,45511,3,,0,0,22709.36
140.UG.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.UG.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.UG.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
140.UK.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.UK.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.UK.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
140.UM.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.UM.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.UM.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
140.US.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.US.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.US.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
140.UT.11-SKY-mjp-1.2.R,23:06:00,23:06:00,23173,1,,0,0,0.0
140.UT.11-SKY-mjp-1.2.R,23:28:00,23:28:00,45513,2,,1,0,22451.71
140.UT.11-SKY-mjp-1.2.R,23:31:00,23:31:00,45511,3,,0,0,22709.36
141.T0.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.T0.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.T0.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
141.T2.11-SKY-mjp-1.2.R,10:28:00,10:28:00,23173,1,,0,0,0.0
141.T2.11-SKY-mjp-1.2.R,10:50:00,10:50:00,45513,2,,1,0,22451.71
141.T2.11-SKY-mjp-1.2.R,10:53:00,10:53:00,45511,3,,0,0,22709.36
141.T3.11-SKY-mjp-1.2.R,10:28:00,10:28:00,23173,1,,0,0,0.0
141.T3.11-SKY-mjp-1.2.R,10:50:00,10:50:00,45513,2,,1,0,22451.71
141.T3.11-SKY-mjp-1.2.R,10:53:00,10:53:00,45511,3,,0,0,22709.36
141.UG.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.UG.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.UG.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
141.UK.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.UK.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.UK.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
141.UM.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.UM.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.UM.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
141.US.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.US.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.US.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
141.UT.11-SKY-mjp-1.2.R,23:21:00,23:21:00,23173,1,,0,0,0.0
141.UT.11-SKY-mjp-1.2.R,23:43:00,23:43:00,45513,2,,1,0,22451.71
141.UT.11-SKY-mjp-1.2.R,23:46:00,23:46:00,45511,3,,0,0,22709.36
142.T0.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
142.T0.11-SKY-mjp-1.2.R,23:58:00,23:58:00,45513,2,,1,0,22451.71
142.T0.11-SKY-mjp-1.2.R,24:01:00,24:01:00,45511,3,,0,0,22709.36
142.T2.11-SKY-mjp-1.2.R,10:38:00,10:38:00,23173,1,,0,0,0.0
142.T2.11-SKY-mjp-1.2.R,11:00:00,11:00:00,45513,2,,1,0,22451.71
142.T2.11-SKY-mjp-1.2.R,11:03:00,11:03:00,45511,3,,0,0,22709.36
142.T3.11-SKY-mjp-1.2.R,10:38:00,10:38:00,23173,1,,0,0,0.0
142.T3.11-SKY-mjp-1.2.R,11:00:00,11:00:00,45513,2,,1,0,22451.71
142.T3.11-SKY-mjp-1.2.R,11:03:00,11:03:00,45511,3,,0,0,22709.36
142.UG.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
142.UG.11-SKY-mjp-1.2.R,23:58:00,23:58:00,45513,2,,1,0,22451.71
142.UG.11-SKY-mjp-1.2.R,24:01:00,24:01:00,45511,3,,0,0,22709.36
142.UK.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
142.UK.11-SKY-mjp-1.2.R,23:58:00,23:58:00,45513,2,,1,0,22451.71
142.UK.11-SKY-mjp-1.2.R,24:01:00,24:01:00,45511,3,,0,0,22709.36
142.UM.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
142.UM.11-SKY-mjp-1.2.R,23:58:00,23:58:00,45513,2,,1,0,22451.71
142.UM.11-SKY-mjp-1.2.R,24:01:00,24:01:00,45511,3,,0,0,22709.36
142.US.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
142.US.11-SKY-mjp-1.2.R,23:58:00,23:58:00,45513,2,,1,0,22451.71
142.US.11-SKY-mjp-1.2.R,24:01:00,24:01:00,45511,3,,0,0,22709.36
142.UT.11-SKY-mjp-1.2.R,23:36:00,23:36:00,23173,1,,0,0,0.0
